Programme Name,University Name,Location,Programme Code,Cut-off 2017,Cut-off 2018,Cut-off 2019,Cut-off 2020,Cut-off 2021,Cut-off 2022,Cut-off 2023
BACHELOR OF AGRIBUSINESS MANAGEMENT,THARAKA UNIVERSITY,Tharaka-Nithi County,1685257,,,24.945,16.791,17.459,16.974,15.864
BACHELOR OF HOTEL MANAGEMENT,CHUKA UNIVERSITY,Tharaka-Nithi County,1105387,25.558,25.24,24.384,22.361,22.544,25.907,21.375
BACHELOR OF CATERING AND HOSPITALITY MANAGEMENT,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080387,,,26.241,22.361,27.457,28.764,26.904
BACHELOR OF HOTEL MANAGEMENT,THARAKA UNIVERSITY,Tharaka-Nithi County,1685387,,,24.897,22.361,22.544,24.477,24.269
BACHELOR OF PHARMACY,KENYATTA UNIVERSITY,Nairobi County,1111129,41.515,42.262,43.525,43.508,43.604,43.541,44.01
BACHELOR OF PHARMACY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249129,41.268,42.024,43.083,43.503,43.083,43.483,43.872
BACHELOR OF PHARMACY,UNIVERSITY OF NAIROBI,Nairobi County,1263129,41.819,42.627,43.805,43.874,43.68,43.885,44.452
BACHELOR OF PHARMACY,KENYA METHODIST UNIVERSITY,Unknown,1077129,35.069,38.227,40.919,42.443,42.564,34.15,39.609
BACHELOR OF PHARMACY,KABARAK UNIVERSITY,Nakuru County,1061129,38.506,39.948,41.529,42.913,42.807,38.341,41.093
BACHELOR OF PHARMACY,MOUNT KENYA UNIVERSITY,Kiambu County,1279129,38.0,40.908,42.538,43.306,43.292,39.982,42.989
"BACHELOR OF PHARMACY, WITH IT",MASENO UNIVERSITY,Kisumu County,1229129,,,,41.636,42.847,43.126,43.308
BACHELOR OF PHARMACY,KISII UNIVERSITY,Kisii County,1087129,,,,,42.017,43.003,43.111
BACHELOR OF ECONOMICS,KENYATTA UNIVERSITY,Nairobi County,1111146,34.593,34.459,35.552,32.23,32.744,24.1,26.413
BACHELOR OF ECONOMICS,TECHNICAL UNIVERSITY OF KENYA,Unknown,1112146,34.498,34.361,35.453,31.086,32.968,24.78,25.284
BACHELOR OF ECONOMICS,SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166146,25.716,24.477,24.16,20.048,20.1,19.914,18.831
BACHELOR OF ECONOMICS,MACHAKOS UNIVERSITY,Machakos County,1170146,28.945,24.035,23.678,20.048,20.1,19.914,18.831
BACHELOR OF SCIENCE IN ECONOMICS,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240146,24.394,23.696,24.361,20.048,20.1,19.914,18.831
BACHELOR OF ECONOMICS,KARATINA UNIVERSITY,Nyeri County,1244146,28.915,23.785,23.878,20.048,20.1,19.914,18.831
BACHELOR OF ECONOMICS,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249146,35.397,35.099,35.797,30.18,33.682,22.977,27.073
BACHELOR OF ECONOMICS,UNIVERSITY OF NAIROBI,Nairobi County,1263146,34.199,34.533,35.657,33.589,33.894,30.453,26.096
BACHELOR OF ECONOMICS,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082146,28.271,23.994,25.961,23.533,20.1,19.914,18.831
BACHELOR OF ECONOMICS,UNIVERSITY OF EMBU,Unknown,1093146,25.418,24.083,24.143,20.048,20.1,19.914,18.831
BACHELOR OF SCIENCE IN ECONOMICS,MAASAI MARA UNIVERSITY,Unknown,1165146,27.381,23.796,23.507,20.048,20.1,19.914,18.831
BACHELOR OF ECONOMICS,MOUNT KENYA UNIVERSITY,Kiambu County,1279146,28.541,27.099,28.578,24.029,26.994,19.914,18.831
BACHELOR OF SCIENCE IN ECONOMICS,KAIMOSI FRIENDS UNIVERSITY,Unknown,1470146,,23.901,24.044,20.048,20.1,19.914,18.831
BACHELOR OF SCIENCE IN ECONOMICS,MULTIMEDIA UNIVERSITY OF KENYA,Nairobi County,1164146,32.896,31.46,32.918,25.928,23.389,19.914,18.831
BACHELOR OF ECONOMICS,KIRINYAGA UNIVERSITY,Kirinyaga County,1079146,,23.765,23.636,20.048,20.1,19.914,18.831
BACHELOR OF ECONOMICS,TAITA TAVETA UNIVERSITY,Unknown,1091146,,24.207,23.109,20.048,20.1,19.914,18.831
BACHELOR OF SCIENCE IN ECONOMICS,TURKANA UNIVERSITY COLLEGE,Unknown,1570146,,,,20.048,,19.914,18.831
BACHELOR OF SCIENCE IN ECONOMICS,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080146,,,,,20.1,19.914,18.831
BACHELOR OF MUSIC,KENYATTA UNIVERSITY,Nairobi County,1111160,,27.056,27.889,27.706,24.804,29.138,25.152
BACHELOR OF MUSIC,TECHNICAL UNIVERSITY OF KENYA,Unknown,1112160,30.252,25.859,26.426,26.233,23.07,26.195,23.417
BACHELOR OF MUSIC THEORY AND COMPOSITION,KABARAK UNIVERSITY,Nakuru County,1061160,,25.674,24.389,25.731,23.07,22.829,23.417
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF ARTS (MUSIC),KENYATTA UNIVERSITY,Nairobi County,1111161,,,,,,,
"BACHELOR OF ARTS (MUSIC, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229161,31.698,24.438,25.262,23.64,23.07,22.829,23.417
BACHELOR OF ARTS (MUSIC),MOI UNIVERSITY,Uasin Gishu County,1253161,29.087,25.808,23.992,,,22.829,23.417
BACHELOR OF ARTS (MUSIC),"UNIVERSITY OF EASTERN AFRICA, BARATON",Unknown,1181161,,34.588,24.274,23.64,23.07,22.829,23.417
BACHELOR OF ARTS (MUSIC),KISII UNIVERSITY,Kisii County,1087161,,,,,,22.829,23.417
BACHELOR OF ARTS (MUSIC),DAYSTAR UNIVERSITY,Machakos County,1162161,,,,,,,23.417
BACHELOR OF EDUCATION (ARTS) MUSIC,KENYATTA UNIVERSITY,Nairobi County,1111162,,26.701,30.141,31.364,29.024,29.441,27.617
"BACHELOR OF EDUCATION (MUSIC, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229162,30.126,25.429,27.379,24.285,22.636,22.358,21.858
BACHELOR OF EDUCATION (ARTS) GERMAN,KENYATTA UNIVERSITY,Nairobi County,1111169,,28.168,29.086,30.241,25.516,25.165,26.632
BACHELOR OF ARTS (THEATER ARTS & FILM TECHNOLOGY),KENYATTA UNIVERSITY,Nairobi County,1111179,32.727,31.067,33.986,33.193,30.322,30.14,23.977
"BACHELOR OF ARTS (DRAMA AND THEATRE STUDIES, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229179,25.52,23.929,27.147,27.182,22.926,22.916,22.449
BACHELOR OF ARTS PERFORMING ARTS AND FILM TECHNOLOGY,KCA UNIVERSITY,Nairobi County,1103179,,25.011,29.359,29.254,26.725,22.916,22.449
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),KENYATTA UNIVERSITY,Nairobi County,1111188,,28.234,29.446,29.269,29.409,29.014,28.791
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,PWANI UNIVERSITY,Unknown,1117188,,26.295,26.155,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),UNIVERSITY OF KABIANGA,Kericho County,1118188,,26.653,,,,,
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),MOI UNIVERSITY,Uasin Gishu County,1253188,31.409,29.928,29.076,29.064,31.822,29.424,29.944
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,DAYSTAR UNIVERSITY,Machakos County,1162188,30.528,27.373,33.049,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,MOUNT KENYA UNIVERSITY,Kiambu County,1279188,,25.549,31.475,31.113,,,
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082188,,,28.652,29.11,17.459,27.362,29.517
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,Unknown,1580188,,27.674,28.568,16.791,17.459,,
BACHELOR OF SCIENCE (ENVIRONMENTAL HEALTH),ALUPE UNIVERSITY,Unknown,1600188,,,,16.791,17.459,17.043,
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,KABARAK UNIVERSITY,Nakuru County,1061188,37.896,26.119,27.012,30.155,17.459,,
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,KENYA METHODIST UNIVERSITY,Unknown,1077188,,29.735,37.453,32.903,17.459,17.043,15.864
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246188,,30.024,29.722,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,KIRINYAGA UNIVERSITY,Kirinyaga County,1079188,,,28.803,16.791,17.459,,
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH,BOMET UNIVERSITY COLLEGE,Unknown,1700188,,,,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH),KENYATTA UNIVERSITY,Nairobi County,1111197,40.799,40.406,40.717,36.908,36.572,37.241,29.104
BACHELOR OF SCIENCE (TELECOMMUNICATION AND INFORMATION ENGINEERING),MULTIMEDIA UNIVERSITY OF KENYA,Nairobi County,1164197,,,,,,,
BACHELOR OF SCIENCE (TELECOMMUNICATION AND INFORMATION ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249197,42.22,41.732,41.916,39.931,38.147,39.652,37.472
BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH),PWANI UNIVERSITY,Unknown,1117197,,25.014,33.566,30.037,27.625,15.982,15.683
BACHELOR OF SCIENCE (TELECOMMUNICATION AND INFORMATION ENGINEERING),DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,Nyeri County,1173197,,30.174,35.665,35.486,33.333,33.82,27.909
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (HOSPITALITY & TOURISM MANAGEMENT),KENYATTA UNIVERSITY,Nairobi County,1111221,32.198,31.681,33.721,31.059,30.723,31.532,29.608
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),PWANI UNIVERSITY,Unknown,1117221,,,,,,,
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),MACHAKOS UNIVERSITY,Machakos County,1170221,,25.015,24.826,22.361,25.757,26.811,23.996
BACHELOR OF SUSTAINABLE TOURISM AND HOSPITALITY MANAGEMENT,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,Nyeri County,1173221,26.18,24.499,25.728,22.361,26.114,27.295,25.03
BACHELOR OF HOSPITALITY AND INSTITUTIONAL MANAGEMENT,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082427,,25.47,24.703,22.361,27.435,26.561,23.962
BACHELOR OF HOSPITALITY AND TOURISM MANAGEMENT,SCOTT CHRISTIAN UNIVERSITY,Unknown,1090221,,25.671,24.16,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE (HOSPITALITY & TOURISM MANAGEMENT),PWANI UNIVERSITY,Unknown,1117224,,24.551,27.008,22.361,26.592,27.459,24.772
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,Unknown,1580221,,25.435,25.006,22.361,26.52,27.035,25.531
BACHELOR OF HOSPITALITY AND TOURISM MANAGEMENT,KABARAK UNIVERSITY,Nakuru County,1061221,25.421,24.541,26.252,22.361,,,
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),KENYA METHODIST UNIVERSITY,Unknown,1077221,,25.438,24.054,22.361,23.013,,
BACHELOR OF SCIENCE (HOSPITALITY & TOURISM MANAGEMENT),PRESBYTERIAN UNIVERSITY OF EAST AFRICA,Unknown,1196221,,25.268,24.749,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),ZETECH UNIVERSITY,Kiambu County,1425221,,25.21,25.351,22.361,27.045,24.231,21.375
BACHELOR OF HOSPITALITY AND TOURISM MANAGEMENT,SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166221,,,,22.361,,,
BACHELOR OF SCIENCE (HOSPITALITY AND TOURISM MANAGEMENT),GRETSA UNIVERSITY,Unknown,1088221,,,,,,21.444,21.375
BACHELOR OF ENVIRONMENTAL STUDIES AND COMMUNITY DEVELOPMENT,KENYATTA UNIVERSITY,Nairobi County,1111228,29.355,28.191,28.333,27.277,17.459,17.043,15.864
BACHELOR OF ENVIRONMENTAL STUDIES (COMMUNITY DEVELOPMENT),PWANI UNIVERSITY,Unknown,1117228,25.436,23.468,22.569,23.907,17.459,17.043,15.864
BACHELOR OF ENVIRONMENTAL STUDIES AND COMMUNITY DEVELOPMENT,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,Unknown,1580228,,,,,17.459,17.043,15.864
BACHELOR OF INFORMATION TECHNOLOGY,KENYATTA UNIVERSITY,Nairobi County,1111232,38.015,38.617,39.304,35.758,38.607,39.905,38.915
BACHELOR OF INFORMATION TECHNOLOGY,SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166232,,23.636,23.457,22.617,19.223,23.196,22.751
BACHELOR OF INFORMATION TECHNOLOGY,KISII UNIVERSITY,Kisii County,1087236,25.47,24.123,24.209,25.43,22.946,18.638,21.914
BACHELOR OF INFORMATION TECHNOLOGY,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,Unknown,1580236,,,,,,23.257,26.696
BACHELOR OF LIBRARY & INFORMATION SCIENCE,KENYATTA UNIVERSITY,Nairobi County,1111233,27.995,24.725,26.895,24.269,22.544,21.444,21.375
BACHELOR OF SCIENCE (INFORMATION STUDIES),TECHNICAL UNIVERSITY OF KENYA,Unknown,1112233,,,,,,,
BACHELOR OF TECHNOLOGY (INFORMATION STUDIES),TECHNICAL UNIVERSITY OF KENYA,Unknown,1112633,,,,,,,
BACHELOR OF LIBRARY AND INFORMATION STUDIES,LAIKIPIA UNIVERSITY,Unknown,1176233,,25.083,25.564,22.361,22.544,21.444,21.375
BACHELOR OF LIBRARY AND INFORMATION STUDIES,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,Unknown,1169233,,24.089,,22.361,22.544,21.444,
BACHELOR OF SCIENCE IN LIBRARY AND INFORMATION SCIENCE,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,Nairobi County,1480233,,25.324,25.102,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE IN LIBRARY AND INFORMATION SCIENCE,EGERTON UNIVERSITY,Nakuru County,1057233,27.223,24.983,23.99,24.176,22.544,21.444,21.375
BACHELOR OF LIBRARY AND INFORMATION SCIENCE,UNIVERSITY OF EMBU,Unknown,1093233,,24.761,25.319,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE IN LIBRARY AND INFORMATION SCIENCE,MACHAKOS UNIVERSITY,Machakos County,1170233,,25.938,25.182,,22.544,,
BACHELOR OF SCIENCE IN INFORMATION SCIENCE,THARAKA UNIVERSITY,Tharaka-Nithi County,1685233,,,25.382,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE IN INFORMATION SCIENCE,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249233,,,,25.753,26.203,21.444,24.8
BACHELOR OF SCIENCE IN LIBRARY AND KNOWLEDGE MANAGEMENT,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053233,,,,,22.544,21.444,21.375
BACHELOR OF LIBRARY AND INFORMATION SCIENCE,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,Unknown,1580233,,,,,,21.444,
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF ARTS (PSYCHOLOGY),KENYATTA UNIVERSITY,Nairobi County,1111237,25.842,28.804,31.675,32.615,32.706,34.531,29.717
BACHELOR OF ARTS (PSYCHOLOGY),MOI UNIVERSITY,Uasin Gishu County,1253237,24.947,24.554,25.028,26.83,24.711,27.648,22.449
BACHELOR OF ARTS (PSYCHOLOGY),PWANI UNIVERSITY,Unknown,1117237,,24.293,24.523,24.826,22.926,22.916,22.449
BACHELOR OF ARTS (PSYCHOLOGY),UNITED STATES INTERNATIONAL UNIVERSITY,Unknown,1058237,,,,,,,
BACHELOR OF ARTS (PSYCHOLOGY),MULTIMEDIA UNIVERSITY OF KENYA,Nairobi County,1164237,25.316,25.926,27.112,29.462,,,
BACHELOR OF ARTS IN PSYCHOLOGY,MASENO UNIVERSITY,Kisumu County,1229337,26.136,24.923,,,,,
BACHELOR OF ARTS (PSYCHOLOGY),KISII UNIVERSITY,Kisii County,1087237,,25.399,24.065,24.994,22.926,22.916,22.449
BACHELOR OF ARTS (PSYCHOLOGY),THARAKA UNIVERSITY,Tharaka-Nithi County,1685237,,,24.662,,,22.916,22.449
BACHELOR OF ARTS (PSYCHOLOGY),BOMET UNIVERSITY COLLEGE,Unknown,1700237,,,,25.248,22.926,22.916,22.449
BACHELOR OF ARTS IN PSYCHOLOGY WITH TECHNOLOGY,ZETECH UNIVERSITY,Kiambu County,1425237,,,,,22.926,22.916,22.449
BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),KENYATTA UNIVERSITY,Nairobi County,1111294,,23.186,28.563,29.424,28.985,31.296,25.421
BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),PWANI UNIVERSITY,Unknown,1117291,,26.589,24.345,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),UNIVERSITY OF EMBU,Unknown,1093291,,29.181,,,,,
BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),KENYATTA UNIVERSITY,Nairobi County,1111302,25.196,24.983,25.11,26.891,22.926,24.943,22.449
BACHELOR OF ARTS (GENDER AND SOCIAL STUDIES),SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166302,,,,25.631,22.926,22.916,22.449
"BACHELOR OF ARTS (GENDER STUDIES, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229302,26.412,23.968,,,,,
BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),KISII UNIVERSITY,Kisii County,1087302,,29.539,24.208,25.49,22.926,22.916,22.449
BACHELOR OF ARTS (GENDER AND DEVELOPMENT),MACHAKOS UNIVERSITY,Machakos County,1170302,,,23.919,24.685,,22.916,22.449
BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),UNIVERSITY OF NAIROBI,Nairobi County,1263302,,,,,,24.746,22.449
BACHELOR OF EDUCATION ARTS (HOME ECONOMICS),KENYATTA UNIVERSITY,Nairobi County,1111310,24.852,25.99,29.461,29.006,29.362,30.475,27.429
BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,KENYATTA UNIVERSITY,Nairobi County,1111312,,26.157,26.697,16.791,17.459,27.669,15.864
BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,PWANI UNIVERSITY,Unknown,1117312,,26.331,25.001,16.791,17.459,17.043,15.864
BACHELOR OF ARTS IN ENVIRONMENTAL PLANNING AND MANAGEMENT,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,Nairobi County,1480312,,,25.958,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN ENVIRONMENTAL ECONOMICS AND POLICY,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080312,,,,,17.459,17.043,15.864
BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,UNIVERSITY OF ELDORET,Uasin Gishu County,1114312,,,,,,,15.864
BACHELOR OF SCIENCE (ENVIRONMENTAL MANAGEMENT),MAASAI MARA UNIVERSITY,Unknown,1165312,,,,,,,15.864
BACHELOR OF EDUCATION (PHYSICAL EDUCATION),KENYATTA UNIVERSITY,Nairobi County,1111315,,23.643,26.74,26.375,22.636,22.358,21.858
BACHELOR OF EDUCATION IN PHYSICAL EDUCATION AND RECREATION,UNIVERSITY OF ELDORET,Uasin Gishu County,1114315,,29.064,23.684,24.327,22.636,22.358,21.858
BACHELOR OF EDUCATION (PHYSICAL EDUCATION),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082315,,24.053,24.032,25.085,22.636,22.358,21.858
BACHELOR OF ARTS (COUNSELING),KENYATTA UNIVERSITY,Nairobi County,1111337,26.553,25.337,26.604,25.828,22.926,24.937,22.449
"BACHELOR OF SCIENCE (DRY LAND, AGRICULTURE & ENTERPRISE DEVELOPMENT)",KENYATTA UNIVERSITY,Nairobi County,1111402,,27.221,28.976,16.791,17.459,17.043,15.864
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (DRYLAND AGRICULTURE),SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166402,,,,,,,
BACHELOR OF SCIENCE IN DRYLAND RESOURCE MANAGEMENT,EGERTON UNIVERSITY,Nakuru County,1057402,26.32,29.307,,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (DRYLAND AGRICULTURE),PWANI UNIVERSITY,Unknown,1117402,,,,,17.459,17.043,15.864
BACHELOR OF SCIENCE (DRYLAND AGRICULTURE),LUKENYA UNIVERSITY,Unknown,1495402,,25.09,24.553,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (CROP IMPROVEMENT & PROTECTION),KENYATTA UNIVERSITY,Nairobi County,1111422,,37.615,31.406,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (EXERCISE & SPORT SCIENCE),KENYATTA UNIVERSITY,Nairobi County,1111434,,24.93,24.097,23.354,20.72,20.402,19.92
BACHELOR OF SCIENCE (INDUSTRIAL CHEMISTRY WITH MANAGEMENT),KENYATTA UNIVERSITY,Nairobi County,1111508,33.663,36.206,36.043,28.096,28.883,29.162,24.557
BACHELOR OF ARTS (FINE ARTS),KENYATTA UNIVERSITY,Nairobi County,1111509,,25.166,25.533,,26.885,28.51,22.449
"BACHELOR OF ARTS (FINE ART, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229509,27.026,36.295,23.7,22.21,22.926,24.492,22.449
BACHELOR OF ECONOMICS & FINANCE,KENYATTA UNIVERSITY,Nairobi County,1111540,37.375,37.304,38.013,35.553,35.746,28.926,32.698
BACHELOR OF ECONOMICS AND FINANCE,MACHAKOS UNIVERSITY,Machakos County,1170540,31.133,31.18,30.222,23.452,20.1,19.914,18.831
BACHELOR OF ECONOMICS AND FINANCE,MOUNT KENYA UNIVERSITY,Kiambu County,1279540,29.55,31.067,31.898,31.575,32.406,19.914,18.831
BACHELOR OF SCIENCE IN BANKING AND FINANCE,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249539,,,,,,,
BACHELOR OF ECONOMICS AND FINANCE,KABARAK UNIVERSITY,Nakuru County,1061540,23.456,29.972,31.67,28.254,27.835,19.914,18.831
BACHELOR OF SCIENCE IN BANKING AND FINANCE,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249540,32.903,34.999,36.715,32.192,34.936,23.112,28.368
BACHELOR OF ECONOMICS & FINANCE,KIRINYAGA UNIVERSITY,Kirinyaga County,1079540,,23.74,23.979,20.048,20.1,19.914,18.831
BACHELOR OF ECONOMICS AND FINANCE,UNIVERSITY OF EMBU,Unknown,1093540,,,24.104,20.048,20.1,19.914,18.831
"BACHELOR OF ECONOMICS AND FINANCE, WITH IT",MASENO UNIVERSITY,Kisumu County,1229540,,,29.109,25.956,23.849,19.914,
BACHELOR OF SCIENCE IN BANKING AND FINANCE,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080540,,,,,20.1,19.914,22.748
BACHELOR OF ECONOMICS AND FINANCE,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,Unknown,1580540,,,,,20.1,19.914,18.831
BACHELOR OF ECONOMICS AND FINANCE,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,Nairobi County,1480540,,,,,,19.914,18.831
BACHELOR OF SCIENCE (HEALTH RECORDS & INFORMATION MGT.),KENYATTA UNIVERSITY,Nairobi County,1111543,31.232,31.455,32.202,32.225,30.576,32.695,28.672
BACHELOR OF SCIENCE HEALTH INFORMATION MANAGEMENT AND INFORMATICS,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249543,31.055,29.343,30.685,28.153,29.565,30.985,23.896
BACHELOR OF SCIENCE (HEALTH RECORDS & INFORMATION MGT.),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240543,27.337,24.522,24.868,25.672,17.459,25.452,24.064
"BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATION MANAGEMENT, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229543,25.96,27.745,29.322,28.195,25.782,29.567,26.384
BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),RONGO UNIVERSITY,Unknown,1073543,,25.125,24.452,22.361,17.459,23.913,15.864
BACHELOR OF SCIENCE (HEALTH RECORDS AND INFORMATICS),KIRINYAGA UNIVERSITY,Kirinyaga County,1079543,,24.898,,,,,
BACHELOR OF SCIENCE IN HEALTH RECORDS MANAGEMENT & INFORMATICS,ST PAULS UNIVERSITY,Unknown,1107543,,25.698,24.769,22.361,17.459,17.043,15.864
BACHELOR OF SCIENCE (POPULATION HEALTH),KENYATTA UNIVERSITY,Nairobi County,1111566,,27.371,32.545,33.103,33.296,34.642,25.6
BACHELOR OF POPULATION HEALTH,MACHAKOS UNIVERSITY,Machakos County,1170566,,,,,,,
BACHELOR OF SCIENCE (POPULATION HEALTH),SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166566,,26.968,27.701,32.191,17.459,26.929,15.864
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (POPULATION HEALTH),KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,Unknown,1580566,,,,,,27.407,28.396
BACHELOR OF SCIENCE (FORENSIC SCIENCE),KENYATTA UNIVERSITY,Nairobi County,1111568,36.603,37.674,38.364,36.895,34.516,35.032,32.214
BACHELOR OF SCIENCE (FORENSIC SCIENCE),KIRINYAGA UNIVERSITY,Kirinyaga County,1079568,24.23,26.396,23.062,16.791,17.459,16.974,15.683
BACHELOR OF EDUCATION (ARTS) FINE ART,KENYATTA UNIVERSITY,Nairobi County,1111569,,27.179,26.872,28.9,27.521,27.477,27.035
BACHELOR OF SCIENCE (ENVIRONMENTAL EDUCATION),KENYATTA UNIVERSITY,Nairobi County,1111570,,28.617,25.257,16.791,17.459,17.043,21.858
BACHELOR OF SCIENCE (RECREATION AND SPORTS MANAGEMENT),KENYATTA UNIVERSITY,Nairobi County,1111571,,23.799,24.208,24.411,24.252,24.776,19.92
BACHELOR OF SCIENCE (PETROLEUM ENGINEERING),KENYATTA UNIVERSITY,Nairobi County,1111572,41.888,41.583,40.518,38.273,36.816,37.463,35.347
